cod_ies;cod_municipio;nome_ies;sigla_ies;municipio;regiao;estado;sigla_estado;organizacao;rede;administracao;endereco;numero_endereco;complemento_endereco;bairro;cep;telefones;emails;site;latitude;longitude;local_coordenada
1638;1302603;Faculdade Do Amazonas;IAES;Manaus;Norte;Amazonas;AM;Faculdade;Privada;Privada;Rua Pará;885;2º Andar;Nossa Senhora Das Graças;69005307;(92)3584-6068;faculdadedoamazonas@gmail.com;www.iaes.com.br;-3.10296154022217;-60.0158996582031;INSTITUICAO
1639;2927408;Faculdade Hélio Rocha;FHR;Salvador;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Fernando Menezes De Goes;570;;Pituba;41820035;(71)2101-5000;cambuiana@gmail.com;www.heliorocha.com.br;-12.9792699813843;-38.4715194702148;INSTITUICAO
1640;2923803;Centro Universitário Unicentro Ages;;Paripiranga;Nordeste;Bahia;BA;Centro Universitário;Privada;Privada;Avenida Universitária;23;Parque Das Palmeiras;Centro;48430000;(75)3279-2210;ageswilson@faculdadeages.com.br;www.faculdadeages.com.br;-10.6875200271606;-37.8567886352539;INSTITUICAO
1641;2927408;Faculdade Social Da Bahia;FSBA;Salvador;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida Oceânica;2717;;Ondina;40170110;(71)4009-2840;elma@faculdadesocial.edu.br;www.fsba.edu.br;-13.0102281570435;-38.5089912414551;INSTITUICAO
1642;2914802;Faculdade De Tecnologia E Ciências De Itabuna;FTC;Itabuna;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Praça José Bastos;55;;Centro;45600080;(73)3214-2418;clobo@ftc.br,avalia@ftc.br;;-14.7876062393188;-39.274829864502;INSTITUICAO
1643;2910800;Faculdade Anísio Teixeira De Feira De Santana;FAT;Feira De Santana;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Juracy Magalhães;222;Prédio;Ponto Central;44032620;(75)3616-9466;fat@fat.edu.br;www.fat.edu.br;-12.2582883834839;-38.9521102905273;INSTITUICAO
1644;2919207;Faculdade Unime De Educação E Comunicação;FEC;Lauro De Freitas;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida Luiz Tarquinio Pontes;600;;Centro;42700000;(71)3378-8151;ddi@kroton.com.br;;-12.891040802002;-38.3154602050781;INSTITUICAO
1645;2918001;Faculdade De Tecnologia E Ciências De Jequié;FTC;Jequié;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Antonio Orrico;357;Campus;São Judas Tadeu;45204010;(73)3527-8100;malmeida.jeq@ftc.br,avalia@ftc.br;www.ftc.br;-13.848072052002;-40.0756683349609;INSTITUICAO
1646;1716109;Faculdade De Educação Ciências E Letras De Paraíso;FECIPAR;Paraíso Do Tocantins;Norte;Tocantins;TO;Faculdade;Pública;Municipal;Rua L 20;20;;Setor Interlagos;77600000;;drasonia@globo.com;;-10.1655750274658;-48.8829078674316;INSTITUICAO
1647;2304400;Faculdade De Ensino E Cultura Do Ceará;FAECE;Fortaleza;Nordeste;Ceará;CE;Faculdade;Privada;Privada;Rua Caetano Ximenes Aragão;110;;Água Fria;60813620;(85)4009-3400;marcioacbarros@yahoo.com.br;www.iesc.edu.br/;-3.78268766403198;-38.4823875427246;INSTITUICAO
1653;3202306;Faculdade De Ciência E Educação Do Caparaó;FACEC;Guaçuí;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Avenida José Alexandre;713;;Centro;29560000;(27)3421-2006;uvv@uvv.br;www.uvv.br;-20.7716522216797;-41.6697158813477;INSTITUICAO
1655;3167202;Faculdade Cenecista De Sete Lagoas;FCSL;Sete Lagoas;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua Pedro Gabriel Lima;20;;Jardim Arizona;35700377;(31)3779-2270;secretaria@fcsl.edu.br,ensinosuperior@cnec.br;www.fcsl.edu.br;-19.4585361480713;-44.2598342895508;INSTITUICAO
1656;2211001;Instituto De Ensino Superior De Teresina;IEST;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Walfran Batista;91;;São Cristóvão;64046470;(86)3233-6666;marcioacbarros@yahoo.com.br;www.aespi.br;-5.08186054229736;-42.7731399536133;INSTITUICAO
1657;4107207;Faculdade Educacional De Dois Vizinhos;FAED;Dois Vizinhos;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Presidente Kennedy;2601;;Nossa Senhora Aparecida;85660000;(46)3581-5000;unisep@unisep.edu.br;www.unisep.edu.br;-25.773042678833;-53.0526237487793;INSTITUICAO
1658;2304400;Faculdade Integrada Da Grande Fortaleza;FGF;Fortaleza;Nordeste;Ceará;CE;Faculdade;Privada;Privada;Rua José Leon;1005;;Cidade Dos Funcionários;60822676;(85)3299-9900;fgf@fgf.edu.br;www.fgf.edu.br;-3.76865386962891;-38.5844993591309;INSTITUICAO
1659;3534708;Faculdade Estácio De Sá De Ourinhos;FAESO;Ourinhos;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Luiz Saldanha Rodrigues;S/N;Quadra C1-A;Nova Ourinhos;19907510;(14)3302-5000;cgfaeso@gmail.com,sueli.rodrigues@estacio.br;www.faeso.edu.br;-22.9765434265137;-49.8973083496094;INSTITUICAO
1660;5300108;Centro Universitário Estácio De Brasília - Estácio Brasília;ESTÁCIO BRASÍLIA;Brasília;Centro Oeste;Distrito Federal;DF;Centro Universitário;Privada;Privada;Csg 09;Lotes 15/1;;Taguatinga;72035509;(61)3038-9700;facitec@facitec.br;www.facitec.br;-15.7979135513306;-47.8968505859375;INSTITUICAO
1661;5300108;Faculdade Projeção De Sobradinho;FAPRO;Brasília;Centro Oeste;Distrito Federal;DF;Faculdade;Privada;Privada;Quadra 04 Área Reservada 01 - Região Administrativa V;S/N;;Sobradinho;73025040;(61)3487-7100;catarina@projecao.br,fernando.figueiredo@projecao.br,jose.sergio@projecao.br;;-15.6561889648438;-47.8047256469727;INSTITUICAO
1663;5208707;Faculdade Araguaia;FARA;Goiânia;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Avenida T-10;1047;;Setor Bueno;74223060;(62)3224-8829;fara@faculdadearaguaia.edu.br;www.faculdadearaguaia.edu.br;-16.7073860168457;-49.2700691223145;INSTITUICAO
1664;3171204;Faculdade Da Saúde E Ecologia Humana;FASEH;Vespasiano;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua São Paulo;958;;Jardim Alterosa;33200000;(31)2138-2900;faseh@faseh.edu.br;www.faseh.edu.br;-19.6869087219238;-43.9352836608887;INSTITUICAO
1666;3106200;Centro Universitário Unihorizontes;;Belo Horizonte;Sudeste;Minas Gerais;MG;Centro Universitário;Privada;Privada;Rua Alvarenga Peixoto;1270;;Santo Agostinho;30180121;(31)3293-7010;sec-diretoria@unihorizontes.br,diretoriageral@unihorizontes.br,tueli.tavares@unihorizontes.br;www.unihorizontes.br;-19.9287052154541;-43.9516143798828;INSTITUICAO
1668;3106200;Faculdade Pitágoras De Minas Gerais;;Belo Horizonte;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua Uberaba;295;;Barro Preto;30180080;(31)3295-5006;mantenedora@aesapar.com,daex.aesa@aesapar.com;www.unianhanguera.edu.br;-19.8739547729492;-43.9557037353516;INSTITUICAO
1669;3131307;Instituto Metropolitano De Ensino Superior;IMES;Ipatinga;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Marechal Cândido Rondon;850;;Veneza I;35164314;(31)2109-0900;famevaco@famevaco.br;www.famevaco.br;-19.4701461791992;-42.5306434631348;INSTITUICAO
1670;3109006;Faculdade Asa De Brumadinho;IECEMB - FAB;Brumadinho;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rodovia Mg 040;Km 49;;;35460000;(31)3571-9300;secretaria@faculdadeasa.com.br;www.faculdadeasa.com.br;-20.1306476593018;-44.1994018554688;INSTITUICAO
1672;1506807;Instituto Esperança De Ensino Superior;IESPES;Santarém;Norte;Pará;PA;Faculdade;Privada;Privada;Rua Coaracy Nunes;3315;Caixa Postal 222;Caranazal;68040100;(93)3529-1760,(93)3529-1762;direcao@iespes.edu.br;www.iespes.edu.br;-2.43421006202698;-54.7287940979004;INSTITUICAO
1675;2607901;Faculdade Metropolitana Da Grande Recife;UNESJ;Jaboatão Dos Guararapes;Nordeste;Pernambuco;PE;Faculdade;Privada;Privada;Avenida Barreto De Menezes;809;;Piedade;54325000;(81)2128-0500;metropolitana@metropolitana.edu.br;www.metropolitana.edu.br;-8.17007255554199;-34.9204788208008;INSTITUICAO
1676;2611606;Centro Universitário São Miguel;UNISÃOMIGUEL;Recife;Nordeste;Pernambuco;PE;Centro Universitário;Privada;Privada;Rua Dom Bosco;1308;;Boa Vista;50070070;(81)2128-2555;atendimento@faculdadesaomiguel.com;www.faculdadesaomiguel.com.br;-8.05490684509277;-34.8954772949219;INSTITUICAO
1677;2211001;Faculdade De Ensino Superior Do Piauí;FAESPI;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Primeiro De Maio;2235;;Primavera;64002510;(86)2107-2200;faespi.edu@gmail.com;www.faespi.com.br;-5.08186054229736;-42.7731399536133;INSTITUICAO
1678;4128500;Faculdade De Ciências De Wenceslau Braz;FACIBRA;Wenceslau Braz;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Augusto Paschoal Da Silva;670;Casa;Vila Toyoki;84950000;(43)3528-3194;facibra@facibra.edu.br,mauro.rizzo@uol.com.br,fabianolbueno@hotmail.com;www.facibra.edu.br;-23.877779006958;-49.804500579834;INSTITUICAO
1679;4104006;Faculdade De Campina Grande Do Sul;FACSUL;Campina Grande Do Sul;Sul;Paraná;PR;Faculdade;Privada;Privada;Rua Duilio Calderari;600;;Jardim Paulista;83430000;(41)3679-1022;facsul@facsul.edu.br;www.facsul.edu.br;-25.3607959747314;-49.0873870849609;INSTITUICAO
1680;2408003;Faculdade Unirb - Mossoró;;Mossoró;Nordeste;Rio Grande Do Norte;RN;Faculdade;Privada;Privada;Rua Ferreira Itajubá;745;;Santo Antonio;59619140;(84)3422-0550,(84)3422-0500;faculdade@materchristi.edu.br;www.materchristi.edu.br;-5.19228315353394;-37.3096008300781;INSTITUICAO
1682;3302403;Faculdade Salesiana Maria Auxiliadora;FSMA;Macaé;Sudeste;Rio De Janeiro;RJ;Faculdade;Privada;Privada;Rua Monte Elísio;S/N;;Visconde De Araújo;27943180;(22)2791-8900;criszlousada@hotmail.com;www.fsma.edu.br;-22.3793144226074;-41.7868232727051;INSTITUICAO
1683;2211001;Faculdade Uninassau Teresina;;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Avenida Joquei Clube;710;;Joquei Clube;64049240;(86)3133-2616;;www.portalfap.com.br;-5.07558012008667;-42.790210723877;INSTITUICAO
1686;4205407;Faculdade Barddal De Artes Aplicadas;;Florianópolis;Sul;Santa Catarina;SC;Faculdade;Privada;Privada;Avenida Madre Benvenuta;416;;Trindade;88036500;(48)3234-2344;loual@barddal.br,loual@lourdesalves.com.br;www.barddal.br;-27.5921669006348;-48.5172500610352;INSTITUICAO
1689;3550308;Faculdade Santa Izildinha;FIESI;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Tetis;S/N;;Cidade Satélite Santa Bárbara;8330540;(11)2141-5618;jnotto@bol.com.br,ckto@terra.com.br;www.uniesp.edu.br/saomateus/;-23.6098709106445;-46.4757843017578;INSTITUICAO
1690;3551009;Faculdade De São Vicente;FSV;São Vicente;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Capitão Mor Aguiar;798;;Centro;11310200;(13)3569-8200,(13)3569-8215;nadia.secretaria@unibr.edu.br,danilo@unibr.edu.br;www.unibr.com.br;-23.9642105102539;-46.3913803100586;INSTITUICAO
1692;3540705;Escola Superior De Tecnologia E Educação De Porto Ferreira;ESPF;Porto Ferreira;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida General Álvaro De Góes;S/N;;Centro;13660000;(19)3589-6111;hamiltonasser@yahoo.com.br,milani@unicep.com.br,eduarreis@yahoo.com.br;www.asser.edu.br/portoferreira;-21.8702259063721;-47.4760284423828;INSTITUICAO
1693;3522109;Faculdade Itanhaém;FAITA;Itanhaém;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Embaixador Pedro De Toledo;196;;Centro;11740000;(13)3426-5040;mauro.rizzo@uol.com.br;www.faita.com.br;-24.1923656463623;-46.8055076599121;INSTITUICAO
1694;4204608;Escola Superior De Criciúma - Esucri;ESUCRI;Criciúma;Sul;Santa Catarina;SC;Faculdade;Privada;Privada;Rua Gonçalves Ledo;185;;Centro;88802180;(48)3431-3700;esucri@esucri.com.br,ckto@terra.com.br,andreia@esucri.com.br;www.esucri.com.br;-28.6811752319336;-49.3738250732422;INSTITUICAO
1695;3107406;Faculdade De Educação De Bom Despacho;FACEB;Bom Despacho;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Br 262 - Km 480;S/N;;Zona Rural;35600000;(37)3521-9550;secretariaacademica@unipacbomdespacho.com.br;;-19.7859745025635;-45.2499008178711;INSTITUICAO
1696;5206206;Faculdade Central De Cristalina;FACEC;Cristalina;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Rua Getúlio Vargas;1478;;Centro;73850000;(61)3612-6063;facec@brturbo.com.br;www.facec.edu.br;-16.7690658569336;-47.6098747253418;INSTITUICAO
1697;2616407;Faculdade Escritor Osman Da Costa Lins;FACOL;Vitória De Santo Antão;Nordeste;Pernambuco;PE;Faculdade;Privada;Privada;Rua Do Estudante;85;;Universitario;55612650;(81)3523-0103;facol@facol.net;www.facol.net;-8.11825561523438;-35.2909126281738;INSTITUICAO
1699;1100114;Faculdade De Educação De Jaru;UNICENTRO;Jaru;Norte;Rondônia;RO;Faculdade;Privada;Privada;Avenida Vereador Otaviano Pereira Neto;S/N;Gleba 53a;Setor 02;78940000;(69)3521-5606;unicentro@unicentroro.edu.br;www.unicentroro.edu.br;-10.4376230239868;-62.4519996643066;INSTITUICAO
1700;3167202;Faculdade Promove De Sete Lagoas;FSLMG;Sete Lagoas;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Dr Pena;35;;Centro;35700000;(31)3779-2700;nayara@faculdadepromove.br,michellesoebras@yahoo.com.br;www.promovesetelagoas.com.br;-19.465892791748;-44.2435111999512;INSTITUICAO
1701;3304557;Faculdade Machado De Assis;FAMA;Rio De Janeiro;Sudeste;Rio De Janeiro;RJ;Faculdade;Privada;Privada;Praça Marquês De Herval;4;;Santa Cruz;23510140;(21)3395-5166;walky@globo.com;www.famanet.br;-22.9183025360107;-43.6814727783203;INSTITUICAO
1702;1400100;Centro Universitário Estácio Da Amazônia;ESTÁCIO AMAZÔNIA;Boa Vista;Norte;Roraima;RR;Centro Universitário;Privada;Privada;Rua Jornalista Humberto Silva;308;;União;69313792;(95)2121-5500;adriano@faculdadeatual.edu.br,secretaria@faculdadeatual.edu.br,atualfaa@gmail.com;www.faculdadeatual.edu.br;2.83939290046692;-60.7312927246094;INSTITUICAO
1703;5218805;Instituto De Ensino Superior De Rio Verde;IESRIVER;Rio Verde;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Rua 12 De Outubro;40;;Centro;75906577;(64)3621-3539;fabio@faculdadeobjetivo.com.br;www.faculdadeobjetivo.com.br;-17.803991317749;-50.9342308044434;INSTITUICAO
1708;2611606;Instituto Pernambucano De Ensino Superior;IPESU;Recife;Nordeste;Pernambuco;PE;Faculdade;Privada;Privada;Avenida Caxangá;3345;;Iputinga;50670000;(81)3453-0051;marcioacbarros@yahoo.com.br;;-8.07940292358398;-34.9080581665039;INSTITUICAO
1709;2611606;Centro Universitário Tiradentes De Pernambuco;UNIT PE;Recife;Nordeste;Pernambuco;PE;Centro Universitário;Privada;Privada;Rua José Osório;124;;Madalena;50610280;(81)3073-8877;facipe@facipe.edu.br;www.facipe.edu.br;-8.06080913543701;-34.8913230895996;INSTITUICAO
1710;5300108;Faculdade Anhanguera De Negócios E Tecnologias Da Informação;;Brasília;Centro Oeste;Distrito Federal;DF;Faculdade;Privada;Privada;Qs 01 Rua 210 Lote 40;40;Salas 2031 A/B;Taguatinga Sul;72030110;(61)3037-1234;daex.aesa@aesapar.com,mantenedora@aesapar.com;www.unianhanguera.edu.br;-15.8384466171265;-48.0466423034668;INSTITUICAO
1711;3541406;Faculdade De Presidente Prudente;FAPEPE;Presidente Prudente;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Presidente Prudente;6093;;Jardim Aeroporto;19053210;(18)3918-4700;maria.helena@uniesp.edu.br,ckto@terra.com.br;www.uniesp.edu.br;-22.1621150970459;-51.4085884094238;INSTITUICAO
1712;2211001;Faculdade De Ciências E Tecnologia De Teresina;FACET;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Areolino De Abreu;1941;;Centro/Norte;64000180;(86)8843-8153,(86)8843-8117;barros.mara@uol.com.br;;-5.07069778442383;-42.8146324157715;INSTITUICAO
1713;3551009;Faculdade De Tecnologia De São Vicente;FATEF;São Vicente;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Presidente Wilson;1013;;Gonzaguinha;11320001;(13)3467-6776;fatef@fortec.edu.br;www.fortec.edu.br;-23.9642105102539;-46.3913803100586;INSTITUICAO
1714;4106902;Escola Superior De Gestão Comercial E Marketing;ESIC;Curitiba;Sul;Paraná;PR;Faculdade;Privada;Privada;Rua Padre Dehon;814;;Hauer;81630090;(41)3376-1417;pi.esic@esic.br,academico@esic.br,diretor@esic.br,leila.orgekoviski@esic.br;www.esic.br;-25.4832725524902;-49.256462097168;INSTITUICAO
1716;4108304;Centro Universitário União Das Américas;UNIAMÉRICA;Foz Do Iguaçu;Sul;Paraná;PR;Centro Universitário;Privada;Privada;Avenida Tarquínio Joslin Dos Santos;1000;;Loteamento Universitário Das Américas;85870901;(45)2105-9005;direcao@uniamerica.br;www.uniamerica.br;-25.5533962249756;-54.5696983337402;INSTITUICAO
1717;2105302;Faculdade De Imperatriz Wyden;Facimp Wyden;Imperatriz;Nordeste;Maranhão;MA;Faculdade;Privada;Privada;Avenida Prudente De Morais;S/N;;Residencial Kubitschek;65900000;(99)3524-8298,(99)3524-1775;gabinete@facimp.edu.br;www.facimp.edu.br;-5.51182889938354;-47.4495468139648;INSTITUICAO
1718;2910800;Faculdade Nobre De Feira De Santana;FAN;Feira De Santana;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida Maria Quitéria;2116;;Kalilândia;44025250;(75)2102-9100;marianadiretoriafan@gmail.com;;-12.249979019165;-38.9548645019531;INSTITUICAO
1720;3106200;Faculdade Minas Gerais;FAMIG;Belo Horizonte;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;;;;;;;;;-19.9190311431885;-43.9567489624023;INSTITUICAO
1721;3171303;Faculdade De Viçosa;FDV;Viçosa;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua Milton Bandeira;380;3º ,4º E 5º Andares;Centro;36570000;(31)3891-5054;fdv@fdvmg.edu.br;www.fdvmg.edu.br;-20.7610702514648;-42.8701629638672;INSTITUICAO
1722;1100205;Faculdade De Porto Velho;FIP;Porto Velho;Norte;Rondônia;RO;Faculdade;Privada;Privada;Rua Paulo Freire;4767;;Flodoaldo Pontes Pinto;78908790;(69)3211-6000;contato@portovelho.br;www.portovelho.br;-8.78732490539551;-63.8966331481934;INSTITUICAO
1723;3547809;Escola Superior De Administração E Gestão Strong;;Santo André;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Industrial;1455;;Jardim;9080510;(11)4433-6161;esag@esag.edu.br;www.esags.edu.br;-23.6432018280029;-46.5373077392578;INSTITUICAO
1724;3518206;Faculdade De Guararapes;FAG;Guararapes;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Alfredo Pacheco;750;;Centro;16700000;(18)3406-9200;ilma.lorencetti@uniesp.edu.br,ckto@terra.com.br;www.uniesp.edu.br/guararapes;-21.2470798492432;-50.6415824890137;INSTITUICAO
1725;3552106;Faculdade Xv De Agosto;FAQ;Socorro;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Xv De Agosto;1210;;Centro;13960000;(19)3895-1107;almir@faculdadexvdeagosto.edu.br;www.faculdadexvdeagosto.edu.br;-22.5799942016602;-46.5276222229004;INSTITUICAO
1726;4119905;Faculdade Santa Amélia;SECAL;Ponta Grossa;Sul;Paraná;PR;Faculdade;Privada;Privada;Rua Barão Do Cerro Azul;827;;Centro;84010210;(42)3220-6700;rubia@secal.edu.br;;-25.0890350341797;-50.1627082824707;INSTITUICAO
1727;3201308;Faculdade De Cariacica;FAC DE CARIACICA;Cariacica;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Rua Peixoto;S/N;;Campo Grande;29146785;(27)3286-2551;moliveira@uniest.com.br;www.uniest.com.br;-20.3090496063232;-40.3857841491699;INSTITUICAO
1728;1100205;Faculdade Interamericana De Porto Velho;UNIRON;Porto Velho;Norte;Rondônia;RO;Faculdade;Privada;Privada;Avenida Mamoré;1520;;Cascalheira;78919541;(69)3733-5000;diracademica@uniron.edu.br,amatzenbacher@gmail.com,alexandre.porto@uniron.edu.br;www.uniron.edu.br;-8.74726295471191;-63.876277923584;INSTITUICAO
1731;5107040;Faculdade De Ciências Sociais Aplicadas;;Primavera Do Leste;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Avenida Guterres;241;;Jardim Riva;78850000;(66)3498-4605;ddi@kroton.com.br,marco.portela@pitagoras.com.br;www.unicen.edu.br/primavera;-15.5545778274536;-54.3041725158691;INSTITUICAO
1732;3536703;Faculdade Gennari E Peartree;FGP;Pederneiras;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rodovia Comandante João Ribeiro De Barros;Km 207;Parque Da Colina;Parque Da Colina;17280000;(14)3284-4999;prof.nono@fgp.com.br;www.fgp.com.br;-22.3360710144043;-48.7965431213379;INSTITUICAO
1733;4114609;Faculdade De Ensino Superior De Marechal Cândido Rondon;ISEPE  RONDON;Marechal Cândido Rondon;Sul;Paraná;PR;Faculdade;Privada;Privada;Rua Sete De Setembro;2341;Isepe;Centro;85960000;(45)3284-7400;jcsportela@hotmail.com;;-24.547327041626;-54.0561714172363;INSTITUICAO
1734;2211001;Faculdade Integral Diferencial Wyden;Facid Wyden;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Veterinária Bugyja Brito;1354;;Horto Florestal;64051210;(86)3216-7925;diretoriafacid@facid.com.br;www.facid.com.br;-5.06854057312012;-42.7797088623047;INSTITUICAO
1735;2307304;Centro Universitário Doutor Leão Sampaio;UNILEÃO;Juazeiro Do Norte;Nordeste;Ceará;CE;Centro Universitário;Privada;Privada;Avenida Padre Cícero;2830;;Triângulo;63041040;(88)2101-1000;jaimeromero@leaosampaio.edu.br;www.leaosampaio.edu.br;-7.25349807739258;-39.315860748291;INSTITUICAO
1736;3303302;Centro Universitário La Salle Do Rio De Janeiro;UNILASALLE/RJ;Niterói;Sudeste;Rio De Janeiro;RJ;Centro Universitário;Privada;Privada;Rua Gastão Gonçalves;79;;Santa Rosa;24240030;(21)2199-6600;unilasalle-rj@unilasalle-rj.edu.br;www.unilasalle.org;-22.8971366882324;-43.1066436767578;INSTITUICAO
1738;1100205;Instituto Luterano De Ensino Superior De Porto Velho;ULBRA ILES;Porto Velho;Norte;Rondônia;RO;Faculdade;Privada;Privada;Rua João Goulart;666;Caixa Postal 2066;Mato Grosso;78915450;(69)3216-7600;direcaopvh@ulbra.br,valdinei@ulbra.br;www.ulbra.br/portovelho;-8.77097225189209;-63.8888549804688;INSTITUICAO
1742;3550308;Faculdade De Tecnologia Carlos Drummond De Andrade;CSET DRUMMOND;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Professor Pedreira De Freitas;401/415;;Tatuapé;3312050;(11)2942-1488;drummond@drummond.com.br,jose.marta@drummond.com.br;www.drummond.com.br;-23.5256824493408;-46.549674987793;INSTITUICAO
1743;3550308;Faculdade De Tecnologia Oswaldo Cruz;FATEC OSWALDO CRUZ;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Brigadeiro Galvão Prédio;540;Prédio 1 - 7º Andar;Barra Funda;1151000;(11)3824-3660;diro.nishida@oswaldocruz.br;www.oswaldocruz.br;-23.5307121276855;-46.656566619873;INSTITUICAO
1749;2604007;Faculdade Luso-Brasileira;FALUB;Carpina;Nordeste;Pernambuco;PE;Faculdade;Privada;Privada;Avenida Congresso Eucarístico Internacional;1;;Santa Cruz;55819903;(81)3621-0668;maurifalub@crape.com.br;www.falub.edu.br;-7.84302806854248;-35.2459259033203;INSTITUICAO
1752;3550308;Faculdade Autônoma De Direito;FADISP;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Lisboa;74;;Pinheiros;5413000;(11)3061-0212;marciacorreia@alfa.br;www.fadisp.com.br;-23.562427520752;-46.6766090393066;INSTITUICAO
1753;2507507;Faculdade De Enfermagem Nova Esperança;FACENE;João Pessoa;Nordeste;Paraíba;PB;Faculdade;Privada;Privada;Av. Frei Galvão;12;;Gramame;58067695;(83)2106-4777;facene@facene.com.br;www.facene.com.br;-7.20563793182373;-34.857982635498;INSTITUICAO
1756;3550308;Faculdade Associada Brasil;FAB;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Tiquatira;243;;Bosque Da Saúde;4137111;(11)5677-1150;cepan@ensinopanoramica.com.br;www.faculdadebrasil.edu.br;-23.4948596954346;-46.6407241821289;INSTITUICAO
1758;2933307;Faculdade Independente Do Nordeste;FAINOR;Vitória Da Conquista;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida Luís Eduardo Magalhães;1305;;Candeias;45000000;(77)3161-1000;pi.fainor@gmail.com;www.fainor.com.br;-14.861421585083;-40.8171768188477;INSTITUICAO
1759;4106902;Faculdade Padre João Bagozzi;FACULDADE BAGOZZI;Curitiba;Sul;Paraná;PR;Faculdade;Privada;Privada;Rua Caetano Marchesini;952;;Portão;81070110;(41)3521-2727;faculdade@faculdadebagozzi.edu.br,contato@pomini.org;www.faculdadebagozzi.edu.br;-25.4766979217529;-49.302562713623;INSTITUICAO
1762;3550308;Faculdade De Tecnologia E Negócios Carlos Drummond De Andrade;;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Av. Penha De França;35;;Penha;3606010;(11)2227-8400;joao23@joao23.com.br,carlos.iema@joao23.com.br,drummond@drummond.com.br;www.joao23.com.br;-23.5256824493408;-46.549674987793;INSTITUICAO
1765;3525706;Faculdade De José Bonifácio;FJB;José Bonifácio;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Joaquim Moreira Da Silva;3200;;São José;15200000;(17)3245-4045;uibe@fjb.com.br;www.fjb.com.br;-21.0694007873535;-49.6695365905762;INSTITUICAO
1766;3201308;Faculdade Espírito Santense;UNICAPE;Cariacica;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Rua São Jorge;9;;Campo Grande;29140503;(27)2122-0700;siomara@faesa.br;;-20.3422603607178;-40.3829612731934;INSTITUICAO
1767;5107958;Faculdade De Ciências Sociais Aplicadas;;Tangará Da Serra;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Avenida Vergílio Favetti;1200;S;Vila Alta;78300000;(65)3326-5675;ddi@kroton.com.br,marco.portela@pitagoras.com.br;www.iuni.com.br;-14.6390924453735;-57.4944953918457;INSTITUICAO
