cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
113365;1036;3169901;1502;Química (Licenciatura);Presencial;3;2.68360;2017;23;21;3;2.70490;2017
116236;1036;3136207;6306;Engenharia;Presencial;3;2.10260;2017;59;52;3;1.96370;2017
120696;1036;3136207;6307;Engenharia Ambiental;Presencial;3;2.68390;2017;72;69;3;2.11890;2017
120698;1036;3136207;6306;Engenharia;Presencial;3;2.02630;2017;56;52;3;1.98660;2017
121476;1036;3113305;38;Serviço Social;Presencial;4;2.94950;2016;14;12;3;2.50547;2018
150033;1036;3147907;6208;Engenharia De Produção;Presencial;2;1.05660;2017;74;71;2;1.65480;2017
150034;1036;3147907;55;Biomedicina;Presencial;2;1.16820;2016;39;37;3;2.48670;2016
1081911;1036;3122306;3502;Educação Física (Licenciatura);Presencial;3;1.98290;2017;81;45;2;1.42610;2017
1101658;1036;3134202;3502;Educação Física (Licenciatura);Presencial;2;1.20020;2017;41;29;3;2.16260;2017
1155387;1036;3138401;2001;Pedagogia (Licenciatura);Presencial;3;2.64830;2017;41;37;3;2.65300;2017
1155660;1036;3136207;5710;Engenharia Civil;Presencial;3;2.71700;2017;60;55;2;1.91970;2017
1161250;1036;3147907;1402;Física (Licenciatura);Presencial;2;1.82250;2017;13;11;2;1.67320;2017
1185158;1036;3147907;95;Tecnologia Em Estética E Cosmética;Presencial;2;1.44440;2016;42;38;3;2.24930;2016
1185330;1036;3105608;5402;Ciências Sociais (Licenciatura);Presencial;3;2.54230;2017;30;22;4;3.00910;2017
5000324;1036;3122306;4003;Engenharia Da Computação;Presencial;2;0.99800;2017;29;24;2;1.32750;2017
5001271;1036;3106200;2001;Pedagogia (Licenciatura);A Distância;3;2.74480;2017;140;131;2;1.74510;2017
17445;1038;5008305;1;Administração;Presencial;3;2.10242;2018;27;17;3;2.89644;2018
17447;1038;5008305;22;Ciências Contábeis;Presencial;3;2.75294;2018;6;6;4;3.40029;2018
17449;1038;5008305;2;Direito;Presencial;2;1.77576;2018;80;58;4;2.97512;2018
48384;1038;5008305;804;Comunicação Social - Publicidade E Propaganda;Presencial;5;3.95996;2018;6;6;5;4.04912;2018
50178;1038;5008305;803;Comunicação Social - Jornalismo;Presencial;-1;-1.00000;2018;3;1;-1;-1.00000;2018
83470;1038;5008305;36;Fisioterapia;Presencial;2;1.41140;2016;14;8;3;2.43360;2016
83840;1038;5008305;38;Serviço Social;Presencial;2;1.94030;2016;11;10;4;3.07650;2016
85424;1038;5008305;3502;Educação Física (Licenciatura);Presencial;3;2.08500;2017;29;24;4;3.08550;2017
100483;1038;5008305;2001;Pedagogia (Licenciatura);Presencial;2;1.62080;2017;8;7;4;3.00200;2017
105682;1038;5008305;18;Psicologia;Presencial;2;1.57906;2018;57;50;4;3.01647;2018
108692;1038;5008305;55;Biomedicina;Presencial;2;1.34560;2016;19;18;3;2.75420;2016
118702;1038;5008305;28;Nutrição;Presencial;3;2.03640;2016;21;18;4;3.09550;2016
119341;1038;5008305;23;Enfermagem;Presencial;4;3.02560;2016;11;9;5;4.14040;2016
385424;1038;5008305;3501;Educação Física (Bacharelado);Presencial;2;1.82620;2016;23;17;3;2.64650;2016
1053152;1038;5008305;19;Farmácia;Presencial;3;2.20730;2016;25;23;4;3.21040;2016
1117115;1038;5008305;69;Tecnologia Em Radiologia;Presencial;1;0.63980;2016;10;10;3;2.76060;2016
1120588;1038;5008305;88;Tecnologia Em Gastronomia;Presencial;3;2.27821;2018;8;5;4;3.15731;2018
1135078;1038;5008305;5710;Engenharia Civil;Presencial;2;1.61800;2017;137;98;3;2.90100;2017
1155130;1038;5008305;6208;Engenharia De Produção;Presencial;3;1.96820;2017;52;38;3;2.76620;2017
1155261;1038;5008305;6307;Engenharia Ambiental;Presencial;3;2.30490;2017;38;29;4;3.46500;2017
1160725;1038;5008305;5806;Engenharia Elétrica;Presencial;2;1.86660;2017;82;61;3;2.72900;2017
1175586;1038;5008305;21;Arquitetura E Urbanismo;Presencial;2;1.65730;2017;30;24;3;2.31430;2017
1184438;1038;5008305;4003;Engenharia Da Computação;Presencial;5;4.41530;2017;2;2;4;3.31280;2017
5296;1041;4311403;904;Letras-Português (Licenciatura);Presencial;4;3.42820;2017;3;3;5;4.28180;2017
5300;1041;4311403;2001;Pedagogia (Licenciatura);Presencial;4;3.85270;2017;21;21;5;4.02480;2017
5309;1041;4311403;22;Ciências Contábeis;Presencial;3;2.54093;2018;94;93;4;3.07526;2018
5310;1041;4311403;1;Administração;Presencial;3;2.89231;2018;117;112;4;3.18985;2018
20113;1041;4311403;2;Direito;Presencial;3;2.34544;2018;153;147;4;3.15532;2018
27550;1041;4311403;905;Letras-Português E Inglês (Licenciatura);Presencial;4;3.78850;2017;11;11;4;3.86130;2017
31570;1041;4311403;906;Letras-Português E Espanhol (Licenciatura);Presencial;5;4.06960;2017;7;7;5;4.16390;2017
38256;1041;4311403;2402;História (Licenciatura);Presencial;4;3.66080;2017;7;7;5;3.94760;2017
38260;1041;4311403;3502;Educação Física (Licenciatura);Presencial;5;3.97680;2017;20;20;5;4.08870;2017
38264;1041;4311403;23;Enfermagem;Presencial;3;2.35080;2016;27;27;4;3.49370;2016
49233;1041;4311403;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.91073;2018;29;29;3;2.82054;2018
49234;1041;4311403;5814;Engenharia De Controle E Automação;Presencial;3;2.29450;2017;9;9;3;2.87570;2017
51061;1041;4311403;6208;Engenharia De Produção;Presencial;4;3.45890;2017;33;33;5;4.11000;2017
51068;1041;4311403;19;Farmácia;Presencial;3;2.58290;2016;29;29;4;3.34280;2016
51072;1041;4311403;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.62790;2017;12;12;4;3.48020;2017
51102;1041;4311403;36;Fisioterapia;Presencial;4;3.08200;2016;21;21;4;3.32860;2016
53786;1041;4311403;4004;Ciência Da Computação (Bacharelado);Presencial;3;2.59270;2017;23;23;4;3.40780;2017
58211;1041;4311403;803;Comunicação Social - Jornalismo;Presencial;4;3.03032;2018;10;10;4;3.88931;2018
58480;1041;4311403;28;Nutrição;Presencial;4;3.08390;2016;29;29;4;3.55260;2016
63950;1041;4311403;21;Arquitetura E Urbanismo;Presencial;3;2.82450;2017;99;98;4;3.18170;2017
72623;1041;4311403;4006;Sistemas De Informação;Presencial;4;3.19820;2017;14;14;5;4.06170;2017
95753;1041;4311403;55;Biomedicina;Presencial;3;2.15880;2016;41;41;4;3.00370;2016
99598;1041;4311403;18;Psicologia;Presencial;4;2.98757;2018;53;52;4;3.67658;2018
103732;1041;4311403;6307;Engenharia Ambiental;Presencial;3;2.85980;2017;28;23;4;3.40740;2017
109982;1041;4311403;94;Tecnologia Em Logística;Presencial;4;3.41740;2018;18;17;4;3.57355;2018
109988;1041;4311403;95;Tecnologia Em Estética E Cosmética;Presencial;5;4.30440;2016;39;37;4;3.66240;2016
109998;1041;4311403;81;Relações Internacionais;Presencial;3;2.66043;2018;4;4;5;4.06751;2018
110004;1041;4311403;3501;Educação Física (Bacharelado);Presencial;4;3.32910;2016;27;27;4;3.42200;2016
112502;1041;4311403;26;Design;Presencial;3;2.29759;2018;24;23;4;3.09395;2018
118482;1041;4311403;5710;Engenharia Civil;Presencial;3;2.45120;2017;73;72;4;3.12770;2017
1109804;1041;4311403;5902;Engenharia Mecânica;Presencial;3;2.44830;2017;27;27;3;2.80160;2017
1138069;1041;4311403;1601;Ciências Biológicas (Bacharelado);Presencial;2;1.25120;2017;15;15;3;2.89080;2017
1138323;1041;4311403;83;Tecnologia Em Design De Moda;Presencial;5;4.14806;2018;4;3;5;4.13805;2018
1138814;1041;4311403;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.44185;2018;16;15;4;3.32334;2018
1153739;1041;4311403;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;A Distância;3;2.58030;2017;8;7;4;3.05830;2017
1173357;1041;4311403;6008;Engenharia Química;Presencial;2;1.71600;2017;14;13;4;3.02360;2017
1173418;1041;4311403;79;Tecnologia Em Redes De Computadores;Presencial;5;3.94820;2017;16;16;4;3.57220;2017
1202517;1041;4311403;4006;Sistemas De Informação;Presencial;4;3.14780;2017;7;7;4;3.61520;2017
1280812;1041;4311403;88;Tecnologia Em Gastronomia;Presencial;4;3.15840;2018;8;8;4;3.79614;2018
1319228;1041;4311403;87;Tecnologia Em Gestão Financeira;Presencial;5;4.02838;2018;14;14;4;3.43530;2018
15127;1042;4106902;4006;Sistemas De Informação;Presencial;3;2.07210;2017;49;42;3;2.76690;2017
18118;1042;4106902;22;Ciências Contábeis;Presencial;3;2.31503;2018;77;48;3;2.85680;2018
20322;1042;4106902;13;Ciências Econômicas;Presencial;2;1.80210;2018;34;23;3;2.68695;2018
20325;1042;4106902;3502;Educação Física (Licenciatura);Presencial;4;3.19120;2017;34;32;4;3.01710;2017
20326;1042;4106902;1602;Ciências Biológicas (Licenciatura);Presencial;5;4.36470;2017;7;7;5;4.44150;2017
20327;1042;4106902;5710;Engenharia Civil;Presencial;3;2.72680;2017;161;151;4;3.03520;2017
20328;1042;4106902;4003;Engenharia Da Computação;Presencial;3;2.31890;2017;16;14;3;2.76520;2017
20329;1042;4106902;5806;Engenharia Elétrica;Presencial;3;2.71850;2017;29;27;4;3.17060;2017
20330;1042;4106902;5902;Engenharia Mecânica;Presencial;3;2.25600;2017;126;118;3;2.75120;2017
20331;1042;4106902;36;Fisioterapia;Presencial;4;3.29950;2016;40;38;4;3.41550;2016
20332;1042;4106902;28;Nutrição;Presencial;4;3.17080;2016;49;45;4;3.03400;2016
21581;1042;4106902;21;Arquitetura E Urbanismo;Presencial;4;3.46260;2017;137;131;4;3.03300;2017
21584;1042;4106902;2;Direito;Presencial;4;3.14845;2018;275;221;4;3.10541;2018
39956;1042;4106902;804;Comunicação Social - Publicidade E Propaganda;Presencial;5;3.99643;2018;91;76;4;3.34182;2018
39977;1042;4106902;803;Comunicação Social - Jornalismo;Presencial;5;4.18206;2018;70;66;4;3.62800;2018
42154;1042;4106902;6;Odontologia;Presencial;4;3.56940;2016;111;111;4;3.75830;2016
43561;1042;4106902;18;Psicologia;Presencial;3;2.89293;2018;126;117;4;3.31170;2018
59414;1042;4106902;12;Medicina;Presencial;4;3.45600;2016;52;52;4;3.27090;2016
101715;1042;4106902;2001;Pedagogia (Licenciatura);Presencial;4;3.34500;2017;22;21;4;3.63890;2017
107306;1042;4106902;26;Design;Presencial;4;3.71313;2018;60;49;4;3.41923;2018
107308;1042;4106902;26;Design;Presencial;4;3.03503;2018;28;21;4;3.29338;2018
119918;1042;4106902;23;Enfermagem;Presencial;4;3.63880;2016;44;42;4;3.53250;2016
120070;1042;4106902;1;Administração;Presencial;4;3.81864;2018;123;85;4;3.63471;2018
120479;1042;4106902;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.09490;2017;35;23;3;2.45500;2017
120500;1042;4106902;76;Tecnologia Em Gestão Da Produção Industrial;Presencial;4;3.81990;2017;8;4;4;3.61300;2017
122834;1042;4106902;88;Tecnologia Em Gastronomia;Presencial;3;2.83820;2018;162;122;3;2.87486;2018
320325;1042;4106902;3501;Educação Física (Bacharelado);Presencial;4;3.15520;2016;86;67;4;3.29030;2016
320326;1042;4106902;1601;Ciências Biológicas (Bacharelado);Presencial;4;3.23560;2017;20;19;4;3.54680;2017
1102982;1042;4106902;85;Tecnologia Em Processos Gerenciais;A Distância;4;3.11653;2018;131;95;4;3.20108;2018
1139306;1042;4106902;6208;Engenharia De Produção;Presencial;3;2.08080;2017;60;51;3;2.50980;2017
1139693;1042;4106902;26;Design;Presencial;3;2.87692;2018;26;26;4;3.13229;2018
1144479;1042;4106902;55;Biomedicina;Presencial;4;2.98630;2016;55;52;4;3.19790;2016
1144540;1042;4106902;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.50610;2017;28;16;4;3.01190;2017
1152261;1042;4106902;76;Tecnologia Em Gestão Da Produção Industrial;Presencial;3;2.06600;2017;88;59;3;2.29450;2017
1152263;1042;4106902;94;Tecnologia Em Logística;Presencial;3;2.75037;2018;23;22;3;2.30137;2018
1152265;1042;4106902;103;Tecnologia Em Design De Interiores;Presencial;3;2.65404;2018;36;30;3;2.23732;2018
1153434;1042;4106902;6409;Tecnologia Em Gestão Da Tecnologia Da Informação;Presencial;4;3.13770;2017;38;30;3;2.84700;2017
1205298;1042;4106902;6306;Engenharia;Presencial;4;2.98190;2017;19;19;4;3.56790;2017
1205967;1042;4106902;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.29920;2017;69;48;3;2.37590;2017
1205968;1042;4106902;93;Tecnologia Em Gestão Comercial;Presencial;4;3.10105;2018;31;25;3;2.80333;2018
1205969;1042;4106902;87;Tecnologia Em Gestão Financeira;Presencial;4;3.31502;2018;30;26;4;2.99611;2018
1205971;1042;4106902;94;Tecnologia Em Logística;Presencial;5;4.32058;2018;29;27;4;3.49511;2018
1205972;1042;4106902;85;Tecnologia Em Processos Gerenciais;Presencial;4;3.14767;2018;29;24;4;3.21500;2018
1259074;1042;4106902;84;Tecnologia Em Marketing;Presencial;3;2.61697;2018;33;23;4;3.05357;2018
1284845;1042;4106902;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.53043;2018;23;20;3;2.85997;2018
1284847;1042;4106902;76;Tecnologia Em Gestão Da Produção Industrial;Presencial;3;2.80640;2017;25;22;4;3.03390;2017
1308132;1042;4106902;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.18590;2017;26;23;3;2.60010;2017
1308133;1042;4106902;95;Tecnologia Em Estética E Cosmética;Presencial;4;3.26550;2016;14;14;3;2.75960;2016
1308134;1042;4106902;93;Tecnologia Em Gestão Comercial;Presencial;4;3.50810;2018;25;12;4;3.31886;2018
1308135;1042;4106902;87;Tecnologia Em Gestão Financeira;Presencial;5;3.96908;2018;15;12;4;3.63090;2018
1308136;1042;4106902;84;Tecnologia Em Marketing;Presencial;5;4.38828;2018;25;14;4;3.72142;2018
1308138;1042;4106902;85;Tecnologia Em Processos Gerenciais;Presencial;5;4.26380;2018;8;6;4;3.43354;2018
1308193;1042;4106902;22;Ciências Contábeis;Presencial;4;3.75028;2018;25;22;4;3.14920;2018
1313196;1042;4106902;93;Tecnologia Em Gestão Comercial;A Distância;3;2.85420;2018;105;74;3;2.91027;2018
1313197;1042;4106902;87;Tecnologia Em Gestão Financeira;A Distância;4;3.10774;2018;64;51;4;3.37306;2018
1313198;1042;4106902;86;Tecnologia Em Gestão De Recursos Humanos;A Distância;4;3.12235;2018;77;64;4;3.28699;2018
1313199;1042;4106902;94;Tecnologia Em Logística;A Distância;4;3.05587;2018;56;40;4;3.19054;2018
1314252;1042;4106902;1;Administração;Presencial;4;3.24793;2018;12;11;4;3.62200;2018
1331015;1042;4106902;92;Tecnologia Em Gestão Ambiental;Presencial;4;3.37270;2016;15;11;4;3.44830;2016
1343824;1042;4106902;88;Tecnologia Em Gastronomia;A Distância;4;3.27302;2018;67;54;3;2.91512;2018
1363816;1042;4106902;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.20432;2018;18;16;3;2.87755;2018
1377540;1042;4106902;94;Tecnologia Em Logística;Presencial;3;2.82762;2018;9;8;3;2.31503;2018
1389118;1042;4106902;104;Tecnologia Em Design Gráfico;Presencial;3;2.82550;2018;31;25;4;3.28364;2018
1420395;1042;4106902;93;Tecnologia Em Gestão Comercial;Presencial;4;2.95684;2018;34;21;3;2.27301;2018
1420402;1042;4106902;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.57480;2018;26;23;4;2.98321;2018
1420403;1042;4106902;87;Tecnologia Em Gestão Financeira;Presencial;4;3.30022;2018;16;14;4;2.95697;2018
1420404;1042;4106902;84;Tecnologia Em Marketing;Presencial;4;3.39052;2018;32;26;3;2.86770;2018
1420406;1042;4106902;85;Tecnologia Em Processos Gerenciais;Presencial;3;2.43223;2018;6;6;4;3.41851;2018
14855;1043;3503307;55;Biomedicina;Presencial;4;3.18470;2016;63;61;4;3.16850;2016
14856;1043;3503307;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.64830;2017;43;30;4;3.38540;2017
14857;1043;3503307;19;Farmácia;Presencial;4;3.43740;2016;46;45;4;3.14240;2016
14858;1043;3503307;6;Odontologia;Presencial;3;2.92430;2016;100;77;4;3.08440;2016
14863;1043;3503307;23;Enfermagem;Presencial;4;2.94670;2016;63;57;4;3.25800;2016
21096;1043;3503307;3502;Educação Física (Licenciatura);Presencial;5;4.52090;2017;112;65;4;3.32510;2017
21097;1043;3503307;18;Psicologia;Presencial;4;2.99534;2018;125;117;4;3.02215;2018
21098;1043;3503307;36;Fisioterapia;Presencial;4;3.68000;2016;53;52;4;3.33710;2016
52420;1043;3503307;1502;Química (Licenciatura);Presencial;2;1.22330;2017;14;4;3;2.21180;2017
72243;1043;3503307;2001;Pedagogia (Licenciatura);A Distância;2;1.77260;2017;817;719;3;2.70780;2017
97008;1043;3503307;1;Administração;Presencial;3;2.43188;2018;117;105;3;2.70732;2018
97012;1043;3503307;5902;Engenharia Mecânica;Presencial;4;3.35980;2017;38;37;4;3.57710;2017
97014;1043;3503307;6208;Engenharia De Produção;Presencial;4;3.88100;2017;45;41;4;3.52440;2017
97066;1043;3503307;2001;Pedagogia (Licenciatura);Presencial;4;3.50070;2017;97;78;4;3.27710;2017
105728;1043;3503307;4006;Sistemas De Informação;Presencial;3;2.40560;2017;29;15;4;2.95850;2017
115334;1043;3503307;76;Tecnologia Em Gestão Da Produção Industrial;Presencial;-1;-1.00000;2017;1;0;-1;-1.00000;2017
115336;1043;3503307;4003;Engenharia Da Computação;Presencial;4;3.87170;2017;7;7;4;3.40510;2017
115338;1043;3503307;22;Ciências Contábeis;Presencial;4;3.26914;2018;52;50;3;2.93281;2018
314856;1043;3503307;1601;Ciências Biológicas (Bacharelado);Presencial;-1;-1.00000;2017;3;0;-1;-1.00000;2017
321096;1043;3503307;3501;Educação Física (Bacharelado);Presencial;4;3.87600;2016;77;68;4;3.32920;2016
1114523;1043;3503307;1;Administração;A Distância;2;1.62805;2018;263;219;3;2.63645;2018
1168169;1043;3503307;1501;Química (Bacharelado);Presencial;2;1.45290;2017;51;45;3;2.61480;2017
1187536;1043;3503307;5710;Engenharia Civil;Presencial;3;2.68740;2017;14;14;4;2.98650;2017
1259654;1043;3503307;13;Ciências Econômicas;Presencial;4;2.95880;2018;23;22;4;3.04091;2018
17415;1045;3526704;22;Ciências Contábeis;Presencial;3;2.30701;2018;24;14;3;2.39636;2018
17416;1045;3526704;1;Administração;Presencial;3;2.66739;2018;59;34;3;2.43048;2018
17421;1045;3526704;2;Direito;Presencial;3;2.21343;2018;61;45;3;2.01091;2018
18349;1045;3539301;2001;Pedagogia (Licenciatura);Presencial;2;1.50350;2017;59;46;3;2.80590;2017
34278;1045;3539301;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.71390;2017;4;2;2;1.29410;2017
52522;1045;3526704;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.66550;2017;21;13;2;1.93170;2017
52543;1045;3526704;3502;Educação Física (Licenciatura);Presencial;3;2.63900;2017;60;44;3;2.90950;2017
52554;1045;3526704;5;Medicina Veterinária;Presencial;3;2.20680;2016;60;41;3;2.08960;2016
52753;1045;3539301;1;Administração;Presencial;3;2.68543;2018;70;39;3;2.51167;2018
64016;1045;3526704;23;Enfermagem;Presencial;3;2.54900;2016;26;25;3;2.33620;2016
96091;1045;3526704;18;Psicologia;Presencial;4;3.07546;2018;30;24;3;2.90963;2018
104328;1045;3539301;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.79994;2018;18;5;4;3.43281;2018
111116;1045;3526704;6208;Engenharia De Produção;Presencial;2;1.70640;2017;19;16;3;2.06240;2017
352543;1045;3526704;3501;Educação Física (Bacharelado);Presencial;2;1.85060;2016;61;24;3;2.14940;2016
1151491;1045;3539301;5902;Engenharia Mecânica;Presencial;1;0.76130;2017;64;61;2;1.47830;2017
1200064;1045;3526704;5710;Engenharia Civil;Presencial;2;1.39770;2017;43;41;3;2.14000;2017
1200065;1045;3526704;5814;Engenharia De Controle E Automação;Presencial;1;0.74350;2017;8;8;3;2.03560;2017
17005;1046;3549805;38;Serviço Social;Presencial;3;2.24858;2018;19;16;3;2.66884;2018
17015;1046;3549805;1;Administração;Presencial;3;2.23497;2018;57;50;3;2.81939;2018
19630;1046;3549805;903;Letras-Português (Bacharelado);Presencial;3;2.79360;2017;8;8;3;2.90520;2017
22068;1046;3549805;6002;Engenharia De Alimentos;Presencial;2;1.50700;2017;14;13;3;2.46960;2017
34876;1046;3549805;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;1.94948;2018;40;33;3;2.62837;2018
52919;1046;3549805;2;Direito;Presencial;3;1.96400;2018;98;89;3;2.87326;2018
66731;1046;3549805;803;Comunicação Social - Jornalismo;Presencial;3;2.50138;2018;26;19;4;3.06069;2018
82746;1046;3549805;28;Nutrição;Presencial;3;2.02790;2016;6;6;3;2.94170;2016
82748;1046;3549805;4006;Sistemas De Informação;Presencial;3;2.57100;2017;3;3;3;2.88240;2017
83139;1046;3549805;3502;Educação Física (Licenciatura);Presencial;3;2.41340;2017;90;65;3;2.78570;2017
83173;1046;3549805;2001;Pedagogia (Licenciatura);Presencial;4;3.39110;2017;76;65;4;3.31030;2017
91839;1046;3549805;36;Fisioterapia;Presencial;3;2.37940;2016;24;12;4;3.25900;2016
99222;1046;3549805;905;Letras-Português E Inglês (Licenciatura);Presencial;3;2.50750;2017;18;18;3;2.67570;2017
99224;1046;3549805;23;Enfermagem;Presencial;3;2.14840;2016;12;12;4;3.51900;2016
112953;1046;3549805;55;Biomedicina;Presencial;2;1.20780;2016;26;18;3;2.89920;2016
117595;1046;3549805;18;Psicologia;Presencial;2;1.56884;2018;56;46;3;2.66785;2018
118858;1046;3549805;19;Farmácia;Presencial;2;1.72410;2016;29;27;4;2.95740;2016
383139;1046;3549805;3501;Educação Física (Bacharelado);Presencial;2;1.77070;2016;67;57;3;2.49080;2016
1046925;1046;3549805;69;Tecnologia Em Radiologia;Presencial;2;1.20840;2016;14;11;3;2.48370;2016
1055492;1046;3549805;87;Tecnologia Em Gestão Financeira;Presencial;5;4.24609;2018;11;11;4;3.89165;2018
1120586;1046;3549805;88;Tecnologia Em Gastronomia;Presencial;2;1.36172;2018;11;9;2;1.92399;2018
1132771;1046;3549805;5710;Engenharia Civil;Presencial;2;1.58470;2017;66;41;3;2.85870;2017
1155131;1046;3549805;6208;Engenharia De Produção;Presencial;3;2.28180;2017;18;10;4;3.10950;2017
1155262;1046;3549805;6307;Engenharia Ambiental;Presencial;3;2.45740;2017;14;9;4;3.29530;2017
1156621;1046;3549805;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.67575;2018;22;16;4;3.02919;2018
1160480;1046;3549805;22;Ciências Contábeis;Presencial;2;1.91035;2018;32;29;3;2.65142;2018
1160724;1046;3549805;5806;Engenharia Elétrica;Presencial;2;1.09210;2017;9;8;3;2.61480;2017
1174555;1046;3549805;95;Tecnologia Em Estética E Cosmética;Presencial;1;0.41630;2016;14;13;2;1.79240;2016
1175585;1046;3549805;21;Arquitetura E Urbanismo;Presencial;2;1.85250;2017;22;21;4;2.98200;2017
1183951;1046;3549805;104;Tecnologia Em Design Gráfico;Presencial;4;3.52854;2018;27;10;5;3.94678;2018
5000980;1046;3549805;12;Medicina;Presencial;3;2.44800;2016;84;84;4;3.29540;2016
25910;1048;3550308;1;Administração;Presencial;4;3.93584;2018;14;8;4;3.58206;2018
112955;1048;3550308;22;Ciências Contábeis;Presencial;3;2.67568;2018;16;10;4;3.03912;2018
17886;1049;1302603;4006;Sistemas De Informação;Presencial;3;2.20790;2017;34;11;4;3.15460;2017
18218;1049;1302603;6208;Engenharia De Produção;Presencial;2;1.50650;2017;75;41;3;2.52880;2017
20021;1049;1302603;1;Administração;Presencial;2;1.81291;2018;71;35;3;2.75159;2018
21076;1049;1302603;5806;Engenharia Elétrica;Presencial;-1;-1.00000;2017;59;13;-1;-1.00000;2017
22061;1049;1302603;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.26450;2017;71;26;3;2.34570;2017
50183;1049;1302603;26;Design;Presencial;2;1.34219;2018;74;25;3;2.49295;2018
110564;1049;1302603;4003;Engenharia Da Computação;Presencial;2;1.34720;2017;63;34;3;2.58350;2017
118622;1049;1302603;6307;Engenharia Ambiental;Presencial;2;1.61690;2017;21;19;3;2.81820;2017
5000956;1049;1302603;6306;Engenharia;Presencial;3;2.07800;2017;10;10;4;3.02970;2017
17888;1051;2704302;22;Ciências Contábeis;Presencial;2;1.57428;2018;64;56;2;1.74176;2018
46938;1051;2704302;1;Administração;Presencial;2;1.38582;2018;30;25;2;1.69127;2018
65367;1051;2704302;2;Direito;Presencial;3;1.97344;2018;234;165;3;2.15371;2018
117947;1051;2704302;23;Enfermagem;Presencial;2;1.43080;2016;36;34;3;2.03940;2016
18077;1053;2910800;22;Ciências Contábeis;Presencial;3;2.49390;2018;15;14;4;3.39328;2018
25014;1053;2910800;1;Administração;Presencial;3;2.37811;2018;20;20;4;3.09857;2018
53331;1053;2910800;4006;Sistemas De Informação;Presencial;3;2.14420;2017;15;15;3;2.75230;2017
57574;1053;2910800;6307;Engenharia Ambiental;Presencial;3;2.72610;2017;15;15;4;3.46430;2017
69062;1053;2910800;23;Enfermagem;Presencial;3;2.44020;2016;51;46;4;3.52030;2016
80080;1053;2910800;18;Psicologia;Presencial;2;1.63284;2018;35;34;3;2.88335;2018
87276;1053;2910800;5710;Engenharia Civil;Presencial;3;2.29640;2017;48;48;4;2.99980;2017
101840;1053;2910800;28;Nutrição;Presencial;3;2.11530;2016;22;22;4;3.05830;2016
101842;1053;2910800;36;Fisioterapia;Presencial;2;1.85360;2016;37;35;3;2.79960;2016
112532;1053;2910800;5;Medicina Veterinária;Presencial;2;1.19030;2016;37;36;3;2.36950;2016
5000996;1053;2910800;2;Direito;Presencial;3;2.75213;2018;46;46;4;3.85324;2018
36260;1055;2927408;1;Administração;Presencial;2;1.59255;2018;40;25;3;2.70184;2018
95005;1055;2927408;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;2;1.75893;2018;28;13;3;2.67498;2018
101123;1055;2927408;2;Direito;Presencial;2;1.30339;2018;214;186;3;2.71537;2018
1102384;1055;2927408;2001;Pedagogia (Licenciatura);Presencial;3;2.02350;2017;82;64;3;2.64210;2017
1103800;1055;2927408;55;Biomedicina;Presencial;2;1.05860;2016;113;104;3;2.12230;2016
1106431;1055;2927408;28;Nutrição;Presencial;2;1.78880;2016;98;91;3;2.06410;2016
1108075;1055;2927408;23;Enfermagem;Presencial;2;1.58810;2016;92;89;3;2.53890;2016
1108283;1055;2927408;18;Psicologia;Presencial;2;1.66262;2018;52;44;3;2.38964;2018
1139668;1055;2927408;94;Tecnologia Em Logística;Presencial;4;3.43699;2018;12;7;4;3.48865;2018
1300170;1055;2927408;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.15548;2018;26;9;4;3.40089;2018
1300301;1055;2927408;18;Psicologia;Presencial;2;1.19948;2018;91;83;3;2.58643;2018
1303452;1055;2927408;2001;Pedagogia (Licenciatura);Presencial;2;1.76120;2017;16;14;3;2.45130;2017
1303479;1055;2927408;1;Administração;Presencial;2;1.80648;2018;35;25;3;2.75235;2018
1303561;1055;2927408;22;Ciências Contábeis;Presencial;2;1.57821;2018;21;18;3;2.53038;2018
5000214;1055;2927408;36;Fisioterapia;Presencial;3;2.16100;2016;39;39;3;2.68580;2016
